Reaction	Direction	Expression
rxn05162_c0	1	0.01956220707664813
rxn00730_c0	1	0.15498623759677232
rxn00730_c0	-1	0.06636492616539247
rxn00192_c0	1	0.6370045040402486
rxn01218_c0	1	0.8848075435256396
rxn05367_c0	1	0.3082928453249826
rxn03360_c0	1	0.15383852857284686
rxn03360_c0	-1	0.9782980284342404
rxn00509_c0	1	0.8936126322759
rxn02898_c0	1	0.9662504601081611
rxn05654_c0	1	0.578880112046286
rxn05654_c0	-1	0.5543566724021846
rxn01199_c0	1	0.4028670010703195
rxn01199_c0	-1	0.34424754759755694
rxn00545_c0	1	0.31138854928475523
rxn00545_c0	-1	0.6282547453496027
rxn00771_c0	1	0.6479190020567697
rxn00771_c0	-1	0.8030463257181605
rxn02319_c0	1	0.2794890800623163
rxn02319_c0	-1	0.5328435830323214
rxn08807_c0	1	0.45063609842390906
rxn08807_c0	-1	0.016967383123514646
rxn05614_c0	1	0.2688553768659926
rxn10344_c0	1	0.5515486262872956
rxn01547_c0	1	0.2313829101292596
rxn01547_c0	-1	0.08323719705419141
rxn10336_c0	1	0.021594633584826384
rxn10336_c0	-1	0.6346321249947278
rxn02320_c0	1	0.5363737585566594
rxn02320_c0	-1	0.10353525992107482
rxn03384_c0	1	0.746640322875912
rxn03384_c0	-1	0.7832270311567344
rxn05167_c0	1	0.17564443706821076
rxn01405_c0	1	0.06662848987882997
rxn01405_c0	-1	0.028010986282335337
rxn02504_c0	1	0.7469247762394285
rxn02504_c0	-1	0.981928132969315
rxn04082_c0	1	0.4400825449535338
rxn04082_c0	-1	0.42295831542177
rxn04996_c0	1	0.27542586744551867
rxn00262_c0	1	0.147008783268461
rxn05404_c0	1	0.739391033220647
rxn02796_c0	1	0.8789406935568749
rxn02796_c0	-1	0.5407389413690761
rxn10262_c0	1	0.06966440359978521
rxn10262_c0	-1	0.4844654263742658
rxn10126_c0	1	0.46652328811081534
rxn10209_c0	1	0.5036403811783918
rxn08084_c0	1	0.6581019841001048
rxn10225_c0	1	0.37627959339650674
rxn10225_c0	-1	0.8247198104767413
rxn03463_c0	1	0.9365832523093592
rxn03463_c0	-1	0.0698248002245071
rxn01486_c0	1	0.23056494385698934
rxn00898_c0	1	0.14595444310866468
rxn05444_c0	1	0.534970962816635
rxn05334_c0	1	0.9431616804864269
rxn05334_c0	-1	0.19080331419923202
rxn10205_c0	1	0.48973730623891465
rxn05040_c0	1	0.049687097075351794
rxn05400_c0	1	0.2772269649019129
rxn05235_c0	1	0.009366673738051223
rxn02090_c0	1	0.7073103515224318
rxn02090_c0	-1	0.6560004512195794
rxn05582_c0	1	0.2508694731953365
rxn05582_c0	-1	0.7335038904766763
rxn08556_c0	1	0.2839350073382635
rxn00816_c0	1	0.8374396157489643
rxn00816_c0	-1	0.43620676892837795
rxn02988_c0	1	0.9619765958645704
rxn04792_c0	1	0.9611565020467041
rxn04792_c0	-1	0.9079590201838547
rxn01021_c0	1	0.058631169343001055
rxn01021_c0	-1	0.9484979666057892
rxn00165_c0	1	0.08829441985174846
rxn10228_c0	1	0.921694466112605
rxn01117_c0	1	0.1827123620545711
rxn01117_c0	-1	0.21972909162228815
rxn05814_c0	1	0.2705727619019337
rxn05814_c0	-1	0.1268327209001252
rxn05542_c0	1	0.9622108310023176
rxn00539_c0	1	0.04844003157313037
rxn11726_c0	1	0.030716591256036763
rxn11726_c0	-1	0.3085964713943451
rxn00678_c0	1	0.3824550602436876
rxn00678_c0	-1	0.0765435925863871
rxn00001_c0	1	0.8815072625235865
rxn01322_c0	1	0.33607235343879893
rxn01322_c0	-1	0.2446251355805964
rxn09685_c0	1	0.6180617284707134
rxn09685_c0	-1	0.418701220625711
rxn01331_c0	1	0.9785865494272389
rxn05545_c0	1	0.49402363565264573
rxn11268_c0	1	0.6886859261266731
rxn00710_c0	1	0.7868824215229785
rxn01114_c0	1	0.5895585841422668
rxn01114_c0	-1	0.3782043378387039
rxn02305_c0	1	0.6064443940110196
rxn02305_c0	-1	0.14523152780776794
rxn00470_c0	1	0.5692411474368066
rxn05687_c0	1	0.3358683974286919
rxn08817_c0	1	0.08709081035515853
rxn08817_c0	-1	0.5658599784565914
rxn00910_c0	1	0.6124796467590329
rxn00910_c0	-1	0.963725903631787
rxn11944_c0	1	0.11818047019857902
rxn01129_c0	1	0.1342706508353395
rxn01129_c0	-1	0.6236023209890065
rxn08296_c0	1	0.8860610533077884
rxn08296_c0	-1	0.5374015223956976
rxn05541_c0	1	0.8896706441660882
rxn00717_c0	1	0.8377779390780632
rxn08710_c0	1	0.8605270828920836
rxn08710_c0	-1	0.1635805367067349
rxn05647_c0	1	0.6422764472547795
rxn05647_c0	-1	0.12665483777489706
rxn01297_c0	1	0.9937366586508424
rxn01297_c0	-1	0.5328831104073252
rxn10254_c0	1	0.6354152039729155
rxn10254_c0	-1	0.6858216666341984
rxn05300_c0	1	0.5115028868147098
rxn05300_c0	-1	0.7780818370649856
rxn05459_c0	1	0.48214028236453266
rxn05459_c0	-1	0.30260648201722185
rxn05453_c0	1	0.1311240228837618
rxn05453_c0	-1	0.9553655086170791
rxn01682_c0	1	0.7992429352600379
rxn01682_c0	-1	0.18495786759470145
rxn08796_c0	1	0.7168954908977727
rxn08796_c0	-1	0.17101489074332887
rxn08941_c0	1	0.48595662788586624
rxn08941_c0	-1	0.8956278135152433
rxn14381_c0	1	0.5650706639105565
rxn14381_c0	-1	0.18937248620970049
rxn03181_c0	1	0.6503137550415945
rxn03181_c0	-1	0.2806030225518481
rxn02586_c0	1	0.3607813872366671
rxn02586_c0	-1	0.8138841163930682
rxn01604_c0	1	0.7730293744388459
rxn01604_c0	-1	0.40670774337757587
rxn05036_c0	1	0.576968732619538
rxn05036_c0	-1	0.2245931842107627
rxn02331_c0	1	0.8169502337245056
rxn06493_c0	1	0.4305275758810513
rxn06493_c0	-1	0.844162479087257
rxn10214_c0	1	0.6283189018683105
rxn12846_c0	1	0.6395212119570599
rxn12846_c0	-1	0.00928094949134528
rxn00337_c0	1	0.6099880353047367
rxn00337_c0	-1	0.031851791231015225
rxn05221_c0	1	0.24638600242152875
rxn05221_c0	-1	0.33399037122375197
rxn08308_c0	1	0.2285676273623164
rxn08308_c0	-1	0.6838513815637424
rxn00208_c0	1	0.13615230178943638
rxn08823_c0	1	0.11628359063497251
rxn08823_c0	-1	0.47252237495691496
rxn05434_c0	1	0.7477323431764912
rxn00140_c0	1	0.229516265336698
rxn00140_c0	-1	0.8923796779318537
rxn05346_c0	1	0.3440704322939985
rxn07680_c0	1	0.06567711082375682
rxn07680_c0	-1	0.6503546020732407
rxn00452_c0	1	0.8212935136462626
rxn00452_c0	-1	0.9767555851154547
rxn03248_c0	1	0.4530144138590002
rxn03248_c0	-1	0.9320573692657401
rxn08127_c0	1	0.7490166396695821
rxn08127_c0	-1	0.36563000579586524
rxn05516_c0	1	0.822554845804452
rxn05142_c0	1	0.059287958367887694
rxn05142_c0	-1	0.6864111070792919
rxn05733_c0	1	0.6412534399825933
rxn00416_c0	1	0.5800760781145293
rxn09206_c0	1	0.12352110447949749
rxn01134_c0	1	0.005777620843868347
rxn01134_c0	-1	0.6116606444171176
rxn02376_c0	1	0.15500180480808778
rxn02376_c0	-1	0.27012420937494663
rxn10147_c0	1	0.5995372267297746
rxn09209_c0	1	0.3364876729302576
rxn10148_c0	1	0.23442044335539436
rxn10148_c0	-1	0.04541018984405343
rxn12512_c0	1	0.964191691841071
rxn08669_c0	1	0.5687367188383047
rxn00902_c0	1	0.2539405375151359
rxn00015_c0	1	0.21400571030661808
rxn00015_c0	-1	0.6737042496048512
rxn00658_c0	1	0.0021983839585156817
rxn00658_c0	-1	0.9654820045037955
rxn06672_c0	1	0.6100412497449373
rxn06672_c0	-1	0.9886694083661718
rxn02961_c0	1	0.3963391442865646
rxn02961_c0	-1	0.44995369617712433
rxn03872_c0	1	0.6100843970681891
rxn03872_c0	-1	0.4111165848594345
rxn00649_c0	1	0.815501060785316
rxn01739_c0	1	0.771868931968104
rxn01739_c0	-1	0.37140156430575455
rxn02400_c0	1	0.8395191631151592
rxn01268_c0	1	0.4155495317528426
rxn00641_c0	1	0.5833030810645697
rxn00641_c0	-1	0.0660475181452641
rxn00361_c0	1	0.6045570931558258
rxn00361_c0	-1	0.43864445687363196
rxn01974_c0	1	0.3761977636763706
rxn01974_c0	-1	0.9594456098959742
rxn01287_c0	1	0.07340755564938117
rxn01287_c0	-1	0.3355984663455235
rxn00242_c0	1	0.7548689189570709
rxn12641_c0	1	0.3315366863525012
rxn12641_c0	-1	0.6988152288786778
rxn00068_c0	1	0.22532576714251595
rxn00068_c0	-1	0.05467651397083584
rxn00568_c0	1	0.9192377980780891
rxn00762_c0	1	0.35891957441484224
rxn00762_c0	-1	0.22217381149724613
rxn08971_c0	1	0.8681659481355364
rxn05316_c0	1	0.7708660867620069
rxn05316_c0	-1	0.5847936323334962
rxn01635_c0	1	0.5144688454792838
rxn08471_c0	1	0.5565926331250295
rxn03887_c0	1	0.1463478844742988
rxn08201_c0	1	0.8048753869525122
rxn00060_c0	1	0.4613958504377903
rxn00225_c0	1	0.6225923208176803
rxn00225_c0	-1	0.37144623219779793
rxn05350_c0	1	0.048948934206693995
rxn09198_c0	1	0.390372433790555
rxn09198_c0	-1	0.8988620910575594
rxn08838_c0	1	0.3599047627989329
rxn08838_c0	-1	0.6490596141990097
rxn00327_c0	1	0.22336484327483486
rxn00780_c0	1	0.8680677549357294
rxn00780_c0	-1	0.8543196465068692
rxn05064_c0	1	0.3507236111740999
rxn05064_c0	-1	0.5381339753460146
rxn00148_c0	1	0.07079551981527832
rxn00148_c0	-1	0.30471537630708734
rxn01102_c0	1	0.9050194304383123
rxn01102_c0	-1	0.17918777384257545
rxn05569_c0	1	0.48121693874689453
rxn05569_c0	-1	0.7032144721125008
rxn05358_c0	1	0.650624513374902
rxn05358_c0	-1	0.07325572138230374
rxn00100_c0	1	0.9342380683795384
rxn03482_c0	1	0.6238547971818191
rxn02842_c0	1	0.8145878043881098
rxn02842_c0	-1	0.4753903340465784
rxn00789_c0	1	0.1732548660447102
rxn02374_c0	1	0.17852262792950568
rxn03436_c0	1	0.2616047461757366
rxn03436_c0	-1	0.47433915820631967
rxn08583_c0	1	0.8542390757315756
rxn08583_c0	-1	0.5931337069214692
rxn05560_c0	1	0.20378814102506682
rxn05560_c0	-1	0.2196204504782815
rxn05437_c0	1	0.8897297552845059
rxn05158_c0	1	0.632608163969764
rxn00837_c0	1	0.9464050857354477
rxn08976_c0	1	0.9977740986868824
rxn00781_c0	1	0.8454075675302241
rxn00781_c0	-1	0.15884963372326522
rxn09264_c0	1	0.08977633415880648
rxn05319_c0	1	0.9815493339722937
rxn00881_c0	1	0.7122803719521448
rxn05298_c0	1	0.6928528484996741
rxn05298_c0	-1	0.7335110221993608
rxn10157_c0	1	0.20332853242927518
rxn10157_c0	-1	0.2691102560327039
rxn09265_c0	1	0.9702280532649042
rxn05408_c0	1	0.1364769140419756
rxn05408_c0	-1	0.06287688587112417
rxn10337_c0	1	0.42256368316077675
rxn10337_c0	-1	0.1288445074179998
rxn00292_c0	1	0.9743817515946258
rxn08336_c0	1	0.4695457796872925
rxn05293_c0	1	0.36666798155646185
rxn05401_c0	1	0.3479597312320072
rxn05401_c0	-1	0.8065690988605277
rxn02264_c0	1	0.5403470914932076
rxn02264_c0	-1	0.1385091199123546
rxn00212_c0	1	0.47011481643961683
rxn10116_c0	1	0.614607485926957
rxn10338_c0	1	0.6278549613509149
rxn10338_c0	-1	0.16370691003435744
rxn05198_c0	1	0.38024051085069455
rxn05198_c0	-1	0.30747926302822925
rxn03185_c0	1	0.3356800334031792
rxn03185_c0	-1	0.6830558453952424
rxn09202_c0	1	0.6908326543495034
rxn09202_c0	-1	0.901651201384648
rxn01451_c0	1	0.09430100968927924
rxn01451_c0	-1	0.5308208347431053
rxn02687_c0	1	0.5877197375086596
rxn02687_c0	-1	0.6790361005161026
rxn03903_c0	1	0.8163265796633594
rxn03903_c0	-1	0.5955291184901462
rxn00097_c0	1	0.5278592336247396
rxn00097_c0	-1	0.001831067490318694
rxn05514_c0	1	0.12780065687015896
rxn05514_c0	-1	0.43570074029507533
rxn02212_c0	1	0.8487637099885028
rxn00695_c0	1	0.6204443628414628
rxn00695_c0	-1	0.6809521784997264
rxn07670_c0	1	0.945812083800472
rxn07670_c0	-1	0.24857137745918312
rxn05116_c0	1	0.24919987827194867
rxn05324_c0	1	0.0938305141769109
rxn10481_c0	1	0.6718878503134919
rxn03535_c0	1	0.526440268440318
rxn03535_c0	-1	0.9042340534442888
rxn00655_c0	1	0.13355583691307837
rxn00655_c0	-1	0.361469204039212
rxn00692_c0	1	0.9348589583229073
rxn00692_c0	-1	0.9989777208430748
rxn01492_c0	1	0.8624535671853978
rxn01492_c0	-1	0.5993065329479693
rxn00802_c0	1	0.9886307968585855
rxn00802_c0	-1	0.47484066750294107
rxn02160_c0	1	0.600130602909954
rxn08802_c0	1	0.9279776586378831
rxn08802_c0	-1	0.5997030682567469
rxn00926_c0	1	0.3081941652108028
rxn08205_c0	1	0.7195902519759053
rxn03509_c0	1	0.6817332185952
rxn03509_c0	-1	0.9626759811583594
rxn10230_c0	1	0.5794731875536154
rxn08884_c0	1	0.491771904555496
rxn08884_c0	-1	0.8722228573543921
rxn05413_c0	1	0.7027409434846184
rxn02703_c0	1	0.9161959797335119
rxn02703_c0	-1	0.42044043019198174
rxn00913_c0	1	0.8563575475195406
rxn01997_c0	1	0.4159614888570976
rxn08521_c0	1	0.5289259380556047
rxn08521_c0	-1	0.7681396110374097
rxn08809_c0	1	0.18941432569012773
rxn08809_c0	-1	0.8812239229713146
rxn00171_c0	1	0.24767703602651447
rxn00171_c0	-1	0.2639624354718013
rxn03958_c0	1	0.020592177409794465
rxn03958_c0	-1	0.9038497549949277
rxn00259_c0	1	0.9359903759674074
rxn00259_c0	-1	0.3051807873413894
rxn00131_c0	1	0.6235783716634742
rxn00131_c0	-1	0.9627747093776035
rxn00345_c0	1	0.41088637048464616
rxn00345_c0	-1	0.31731569532849313
rxn05578_c0	1	0.17128723759893616
rxn05578_c0	-1	0.5763644500816295
rxn00178_c0	1	0.5291234643681386
rxn00178_c0	-1	0.3210185383405897
rxn01362_c0	1	0.6617835448808869
rxn05329_c0	1	0.5763503536013592
rxn05329_c0	-1	0.4136707011415969
rxn03174_c0	1	0.1691726763219431
rxn10125_c0	1	0.9815058674336589
rxn10125_c0	-1	0.2850332708107468
rxn05161_c0	1	0.8890284305178007
rxn00549_c0	1	0.36391384684428707
rxn10167_c0	1	0.45225524529866057
rxn10167_c0	-1	0.9278168215746248
rxn03951_c0	1	0.07000756820063803
rxn03951_c0	-1	0.8408070067757978
rxn07875_c0	1	0.8500171458954542
rxn07875_c0	-1	0.48129605401219944
rxn05418_c0	1	0.7058045330391267
rxn05418_c0	-1	0.6162063303995312
rxn05200_c0	1	0.806535917299624
rxn05200_c0	-1	0.5565417805721699
rxn04713_c0	1	0.3196857173315203
rxn04713_c0	-1	0.733863562135083
rxn00340_c0	1	0.7086623507712058
rxn11723_c0	1	0.847883772627424
rxn11723_c0	-1	0.40432178117558537
rxn10060_c0	1	0.5181402476962274
rxn10060_c0	-1	0.6958467170913163
rxn02933_c0	1	0.13941170957060378
rxn02933_c0	-1	0.9337883948792953
rxn02416_c0	1	0.7437168531281021
rxn00727_c0	1	0.12275118975113508
rxn10307_c0	1	0.8545751832104155
rxn10307_c0	-1	0.23547714885187454
rxn05500_c0	1	0.9654821040525411
rxn05500_c0	-1	0.9018071114016165
rxn05617_c0	1	0.6586794866258694
rxn05617_c0	-1	0.8286363156408709
rxn12638_c0	1	0.9173243288424747
rxn05243_c0	1	0.46964394920265706
rxn05243_c0	-1	0.6797370339159855
rxn02268_c0	1	0.18098823394207197
rxn02268_c0	-1	0.5848358366537796
rxn05127_c0	1	0.7316687499638027
rxn09105_c0	1	0.5000488483808183
rxn00305_c0	1	0.46084626292769393
rxn01445_c0	1	0.28448027177730784
rxn05248_c0	1	0.2306759869311511
rxn00612_c0	1	0.1890543417082886
rxn00612_c0	-1	0.2693809576258348
rxn05539_c0	1	0.8405621748908011
rxn08841_c0	1	0.9582196748862375
rxn08841_c0	-1	0.2974019268247603
rxn05461_c0	1	0.026161790997726198
rxn05461_c0	-1	0.7413769193331007
rxn07312_c0	1	0.6815807754465235
rxn07312_c0	-1	0.9128566999049978
rxn01701_c0	1	0.15082714247910778
rxn01701_c0	-1	0.9772081490205243
rxn02159_c0	1	0.3945151125411085
rxn02159_c0	-1	0.5905760274486875
rxn01111_c0	1	0.43471190761872436
rxn01111_c0	-1	0.11537907739724285
rxn05571_c0	1	0.5165676463750859
rxn05571_c0	-1	0.2134471769442433
rxn08083_c0	1	0.02848860143263432
rxn10222_c0	1	0.05135314132891555
rxn10222_c0	-1	0.7635913953551616
rxn03038_c0	1	0.6125960997872257
rxn10263_c0	1	0.28535446761630745
rxn10263_c0	-1	0.7899181377803906
rxn02791_c0	1	0.19121059899781667
rxn02791_c0	-1	0.08383976003911542
rxn05466_c0	1	0.29402371780576153
rxn05466_c0	-1	0.5567776988881835
rxn08814_c0	1	0.7733187599479536
rxn08814_c0	-1	0.7727689080288214
rxn08845_c0	1	0.3117601775205646
rxn08845_c0	-1	0.5184122047458335
rxn05680_c0	1	0.01930456942369141
rxn05680_c0	-1	0.2693119716620722
rxn01292_c0	1	0.4649130069878028
rxn01292_c0	-1	0.3968613158240448
rxn00300_c0	1	0.5565498148697223
rxn02380_c0	1	0.6520453005311522
rxn02380_c0	-1	0.022893591987400375
rxn02026_c0	1	0.3061181902330741
rxn02026_c0	-1	0.30884489007979865
rxn08792_c0	1	0.653178321951408
rxn10131_c0	1	0.2712595878203846
rxn10131_c0	-1	0.20811556064698333
rxn05417_c0	1	0.8867194467361424
rxn01599_c0	1	0.5770568615947524
rxn01599_c0	-1	0.5105472926810123
rxn08799_c0	1	0.48882233714857315
rxn08799_c0	-1	0.0722868203146636
rxn05234_c0	1	0.09819161986289549
rxn01804_c0	1	0.9897212107152321
rxn01804_c0	-1	0.28875851069420577
rxn01157_c0	1	0.8290528760556793
rxn01157_c0	-1	0.08923303885803568
rxn01844_c0	1	0.6465856377442789
rxn01844_c0	-1	0.38727541030449153
rxn05335_c0	1	0.0962410640610134
rxn05335_c0	-1	0.184977619894243
rxn05938_c0	1	0.3722297035055978
rxn05938_c0	-1	0.6362371747100224
rxn03419_c0	1	0.7375376091950665
rxn03419_c0	-1	0.8754051116230931
rxn08551_c0	1	0.1425541607847436
rxn10256_c0	1	0.16627869400341788
rxn10256_c0	-1	0.4057614475492489
rxn08708_c0	1	0.5389097962374809
rxn08708_c0	-1	0.7671543703070764
rxn00679_c0	1	0.8476037836549671
rxn01516_c0	1	0.7578160350315224
rxn01516_c0	-1	0.9763032797399651
rxn00758_c0	1	0.19431091064542594
rxn02975_c0	1	0.777327222114427
rxn02975_c0	-1	0.40838120200907935
rxn02103_c0	1	0.6868303097827858
rxn02103_c0	-1	0.28056543535400946
rxn00672_c0	1	0.8866523550999051
rxn05555_c0	1	0.24615452449594022
rxn10314_c0	1	0.3393530073907648
rxn10314_c0	-1	0.6843361312631095
rxn09111_c0	1	0.11371622317626584
rxn09111_c0	-1	0.2530541510104537
rxn05607_c0	1	0.6350232669248611
rxn05607_c0	-1	0.07525388082270856
rxn03848_c0	1	0.9717217763738909
rxn03848_c0	-1	0.764645490983025
rxn05348_c0	1	0.032176908851933916
rxn10181_c0	1	0.16437628231069668
rxn10181_c0	-1	0.7570173926375271
rxn05435_c0	1	0.18915670348886282
rxn00798_c0	1	0.6098469539935718
rxn00798_c0	-1	0.15516385256408594
rxn03245_c0	1	0.08807162555750925
rxn03245_c0	-1	0.5627986498122202
rxn11946_c0	1	0.6832085564451673
rxn11946_c0	-1	0.09107885208034205
rxn00907_c0	1	0.9438308928132199
rxn00907_c0	-1	0.9607073320857574
rxn05458_c0	1	0.6524306172687304
rxn05458_c0	-1	0.23289390080053618
rxn10213_c0	1	0.8787370127433678
rxn08300_c0	1	0.705677629241594
rxn08300_c0	-1	0.9658243412930944
rxn02404_c0	1	0.03727419427195455
rxn08297_c0	1	0.6317195660077276
rxn08297_c0	-1	0.5209594602008957
rxn02911_c0	1	0.008842837479180354
rxn02911_c0	-1	0.5279233861718492
rxn00012_c0	1	0.9177686979083727
rxn00012_c0	-1	0.2587382680760776
rxn10067_c0	1	0.1923994169129668
rxn02444_c0	1	0.8515604154606853
rxn02444_c0	-1	0.7932314029445957
rxn01280_c0	1	0.6025241766170448
rxn01280_c0	-1	0.5071370314931711
rxn05581_c0	1	0.5932201021181621
rxn05581_c0	-1	0.6197646411595881
rxn07721_c0	1	0.18952483432860812
rxn07721_c0	-1	0.33469462367424163
rxn05450_c0	1	0.9888479844922461
rxn03610_c0	1	0.3169168935141682
rxn03610_c0	-1	0.9281790959746247
rxn12847_c0	1	0.3626808991321735
rxn12847_c0	-1	0.5178856451504046
rxn05410_c0	1	0.28959939816050506
rxn05410_c0	-1	0.8963803435133788
rxn05443_c0	1	0.03697979085395675
rxn09320_c0	1	0.4845198000070333
rxn09320_c0	-1	0.14424692199990574
rxn09114_c0	1	0.09751919536084741
rxn09114_c0	-1	0.10317557878312644
rxn05535_c0	1	0.10349456164450455
rxn09188_c0	1	0.06625737493848527
rxn09188_c0	-1	0.5243274419977478
rxn09180_c0	1	0.4383005154814673
rxn09180_c0	-1	0.2948634245948042
rxn08822_c0	1	0.5213381243670495
rxn08822_c0	-1	0.43460659349145503
rxn10208_c0	1	0.5547711285755884
rxn01620_c0	1	0.8617835270383278
rxn01620_c0	-1	0.7646765858482071
rxn05345_c0	1	0.4782756838147182
rxn04068_c0	1	0.8702938668605023
rxn04068_c0	-1	0.9764314974523635
rxn01522_c0	1	0.4943913027192349
rxn00336_c0	1	0.3317747674734812
rxn00336_c0	-1	0.08068447677839674
rxn05422_c0	1	0.9313470405530332
rxn05422_c0	-1	0.8695086234180737
rxn03891_c0	1	0.7937120314409912
rxn01465_c0	1	0.7469600042013987
rxn01465_c0	-1	0.926986490153622
rxn03052_c0	1	0.027749762352658025
rxn03052_c0	-1	0.8747440469672693
rxn10204_c0	1	0.5137259440922435
rxn09997_c0	1	0.2609955113382054
rxn09997_c0	-1	0.184701565810797
rxn01833_c0	1	0.2750302673814745
rxn05145_c0	1	0.2127953723183157
rxn05145_c0	-1	0.6606864358026765
rxn03208_c0	1	0.3734833527779132
rxn03208_c0	-1	0.7842042309134615
rxn01872_c0	1	0.47414081676889996
rxn01872_c0	-1	0.6574324501304495
rxn01301_c0	1	0.8928118808024054
rxn01301_c0	-1	0.5616559458995688
rxn01643_c0	1	0.3656940232400244
rxn04457_c0	1	0.8401673863973391
rxn04598_c0	1	0.5714046385548475
rxn02449_c0	1	0.9590208313670633
rxn02170_c0	1	0.014172050881758436
rxn02170_c0	-1	0.5449063666533235
rxn00248_c0	1	0.0279515230196673
rxn00248_c0	-1	0.5321229368125665
rxn00295_c0	1	0.12102337688959197
rxn00295_c0	-1	0.03817917651970004
rxn00499_c0	1	0.2084235401040977
rxn00499_c0	-1	0.15622100567113595
rxn08844_c0	1	0.7807504451173883
rxn08844_c0	-1	0.5344945413337103
rxn05385_c0	1	0.6162765143081764
rxn05385_c0	-1	0.7062579597234877
rxn00707_c0	1	0.0332803502833654
rxn00707_c0	-1	0.45143079207353787
rxn00369_c0	1	0.8161465499656888
rxn00369_c0	-1	0.5929157485674461
rxn06937_c0	1	0.13771844436916314
rxn01637_c0	1	0.15067389158289723
rxn01637_c0	-1	0.9879233902356049
rxn05564_c0	1	0.5556292127627469
rxn05564_c0	-1	0.6417344440760531
rxn03095_c0	1	0.03930124418232506
rxn03095_c0	-1	0.535626782711973
rxn00566_c0	1	0.5053140254970161
rxn00708_c0	1	0.9389940381625279
rxn02639_c0	1	0.31283595965642874
rxn02639_c0	-1	0.014299556733212704
rxn00289_c0	1	0.8824153973534336
rxn00289_c0	-1	0.15646385746334524
rxn03762_c0	1	0.8100725226391249
