Reaction	Direction	Expression
rxn02898_c0	1	0.3990670817904821
rxn05654_c0	1	0.7666053349417025
rxn05654_c0	-1	0.6216209288305726
rxn01199_c0	1	0.5811249414513847
rxn01199_c0	-1	8.45522228533846E-4
rxn00545_c0	1	0.45841991146803207
rxn00545_c0	-1	0.13599732099599915
rxn00771_c0	1	0.5529544727697421
rxn00771_c0	-1	0.1387172720837062
rxn02319_c0	1	0.44418193037327414
rxn02319_c0	-1	0.2844315916564053
rxn08807_c0	1	0.25047122703004343
rxn08807_c0	-1	0.36665185324316063
rxn05614_c0	1	0.5632380178033985
rxn10344_c0	1	0.2403651132516953
rxn01547_c0	1	0.40038686673302215
rxn01547_c0	-1	0.6732167359868604
rxn10336_c0	1	0.02035621882599359
rxn10336_c0	-1	0.04677550052521895
rxn02320_c0	1	0.2995422553471565
rxn02320_c0	-1	0.3064371042837475
rxn03384_c0	1	0.32482584786327506
rxn03384_c0	-1	0.5046929353804969
rxn05167_c0	1	0.39812694824572914
rxn01405_c0	1	0.24141796390570935
rxn01405_c0	-1	0.19077791946909972
rxn02504_c0	1	0.7149918298194893
rxn02504_c0	-1	0.8620791480731501
rxn04082_c0	1	0.16356165995243777
rxn04082_c0	-1	0.49934309530019516
rxn04996_c0	1	0.41631081494963174
rxn00262_c0	1	0.8173331021488016
rxn05404_c0	1	0.5755656512317702
rxn02796_c0	1	0.1351769401075058
rxn02796_c0	-1	0.5129303212856711
rxn10262_c0	1	0.8311204801141722
rxn10262_c0	-1	0.6529868368437716
rxn10126_c0	1	0.753047876965916
rxn10209_c0	1	0.21866375707544106
rxn08084_c0	1	0.06932100221512127
rxn10225_c0	1	0.7710105605284007
rxn10225_c0	-1	0.3045957732179446
rxn03463_c0	1	0.05629455837297681
rxn03463_c0	-1	0.4838965354670477
rxn01486_c0	1	0.2041636175771413
rxn00898_c0	1	0.46103434047869474
rxn05444_c0	1	0.546818384061829
rxn05334_c0	1	0.3307325431159974
rxn05334_c0	-1	0.36106239417485797
rxn10205_c0	1	0.9044837857684447
rxn05040_c0	1	0.7987259112753395
rxn05400_c0	1	0.2957491804289054
rxn05235_c0	1	0.05788883056315486
rxn02090_c0	1	0.8287849826844718
rxn02090_c0	-1	0.364788377872336
rxn05582_c0	1	0.5159335630837876
rxn05582_c0	-1	0.757138202499524
rxn08556_c0	1	0.8900593993267747
rxn00816_c0	1	0.6722846525620476
rxn00816_c0	-1	0.821984197239336
rxn02988_c0	1	0.40228478830768577
rxn04792_c0	1	0.2779444745923694
rxn04792_c0	-1	0.05233510052409707
rxn01021_c0	1	0.6005469265396732
rxn01021_c0	-1	0.4643623644204673
rxn00165_c0	1	0.5403467716363901
rxn10228_c0	1	0.8949840913567388
rxn01117_c0	1	0.7765616285572037
rxn01117_c0	-1	0.08305872860822971
rxn05814_c0	1	0.2877206596019488
rxn05814_c0	-1	0.7388994880951771
rxn05542_c0	1	0.5500270479425827
rxn00539_c0	1	0.7327745091623459
rxn11726_c0	1	0.9272929538137787
rxn11726_c0	-1	0.16803426320314363
rxn00678_c0	1	0.686531087608677
rxn00678_c0	-1	0.6731982577108638
rxn00001_c0	1	0.1333193790416014
rxn01322_c0	1	0.2323215561806442
rxn01322_c0	-1	0.35718228456724943
rxn09685_c0	1	0.5543016172334968
rxn09685_c0	-1	0.8463717692672921
rxn01331_c0	1	0.7354514035568749
rxn05545_c0	1	0.7511176961673122
rxn11268_c0	1	0.9372591919364917
rxn00710_c0	1	0.21281920161745238
rxn01114_c0	1	0.1400038285557067
rxn01114_c0	-1	0.9425511677086872
rxn02305_c0	1	0.16565051277002463
rxn02305_c0	-1	0.025080991988383428
rxn00470_c0	1	0.028689287556238896
rxn05687_c0	1	0.7843652848277889
rxn08817_c0	1	0.975401706272027
rxn08817_c0	-1	0.9038923308125392
rxn00910_c0	1	0.030174706506311932
rxn00910_c0	-1	0.9215390564832651
rxn11944_c0	1	0.467277022683636
rxn01129_c0	1	0.6757386754345712
rxn01129_c0	-1	0.8689488353747182
rxn08296_c0	1	0.3702429424172249
rxn08296_c0	-1	0.58233158131597
rxn05541_c0	1	0.1417780127048046
rxn00717_c0	1	0.7309084109604981
rxn08710_c0	1	0.4922211762730814
rxn08710_c0	-1	0.018588037071776364
rxn05647_c0	1	0.7089850233905328
rxn05647_c0	-1	0.44982222227029245
rxn01297_c0	1	0.6091211839272208
rxn01297_c0	-1	0.6063021665013871
rxn10254_c0	1	0.1599145319791524
rxn10254_c0	-1	0.1145572690117348
rxn05300_c0	1	0.9477184099169834
rxn05300_c0	-1	0.5195327239750737
rxn05459_c0	1	0.17439621282019058
rxn05459_c0	-1	0.5729276467650889
rxn05453_c0	1	0.0845239951739144
rxn05453_c0	-1	0.3433338882386514
rxn01682_c0	1	0.08463626016313452
rxn01682_c0	-1	0.9652530589239335
rxn08796_c0	1	0.5670522134768647
rxn08796_c0	-1	0.9387391254900631
rxn08941_c0	1	0.7446161354131037
rxn08941_c0	-1	0.8591911376315619
rxn14381_c0	1	0.929063016118617
rxn14381_c0	-1	0.2518071518689511
rxn03181_c0	1	0.32534185131210036
rxn03181_c0	-1	0.7771333118692322
rxn02586_c0	1	0.8883846596041355
rxn02586_c0	-1	0.6983525745867146
rxn01604_c0	1	0.3094125795967352
rxn01604_c0	-1	0.908431545668109
rxn05036_c0	1	0.11846012850688936
rxn05036_c0	-1	0.5225849668820243
rxn02331_c0	1	0.9515398182053778
rxn06493_c0	1	0.5809490237179136
rxn06493_c0	-1	0.6185500622913878
rxn10214_c0	1	0.5757317498568031
rxn12846_c0	1	0.9960639463777776
rxn12846_c0	-1	0.629905004082778
rxn00337_c0	1	0.3725645979999226
rxn00337_c0	-1	0.2898218967977695
rxn05221_c0	1	0.49817790465428247
rxn05221_c0	-1	0.1467100402100131
rxn08308_c0	1	0.6827842828916973
rxn08308_c0	-1	0.2321591726210931
rxn00208_c0	1	0.18248267060681933
rxn08823_c0	1	0.21646514502900227
rxn08823_c0	-1	0.29227116311595136
rxn05434_c0	1	0.5176149106565469
rxn00140_c0	1	0.8906623305213318
rxn00140_c0	-1	0.16002405473791148
rxn05346_c0	1	0.16855808923419568
rxn07680_c0	1	0.5287219114673127
rxn07680_c0	-1	0.31948186571262893
rxn00452_c0	1	0.4849952294521488
rxn00452_c0	-1	0.6112452584084666
rxn03248_c0	1	0.8476530280904642
rxn03248_c0	-1	0.4309732728973964
rxn08127_c0	1	0.21978599615953154
rxn08127_c0	-1	0.16742074967474296
rxn05516_c0	1	0.03951897827192352
rxn05142_c0	1	0.6285912517416303
rxn05142_c0	-1	0.5557685597472047
rxn05733_c0	1	0.6913615481321197
rxn00416_c0	1	0.9430217298012354
rxn09206_c0	1	0.03628268238790866
rxn01134_c0	1	0.7548735149034365
rxn01134_c0	-1	0.7687602562620766
rxn02376_c0	1	0.42235178427469033
rxn02376_c0	-1	0.9918285196703968
rxn10147_c0	1	0.09339338454044832
rxn09209_c0	1	0.6407621738899211
rxn10148_c0	1	0.11331828780942454
rxn10148_c0	-1	0.17148098421937252
rxn12512_c0	1	0.20750527773021965
rxn08669_c0	1	0.7093859788786542
rxn00902_c0	1	0.5570535665643499
rxn00015_c0	1	0.5998327059167986
rxn00015_c0	-1	0.5819983745227884
rxn00658_c0	1	0.6834407658527556
rxn00658_c0	-1	0.2562344268849188
rxn06672_c0	1	0.1670185768527831
rxn06672_c0	-1	0.0809179507748421
rxn02961_c0	1	0.43284074803359684
rxn02961_c0	-1	0.6116143398088989
rxn03872_c0	1	0.17476543944498812
rxn03872_c0	-1	0.3573152735283883
rxn00649_c0	1	0.6592587477046876
rxn01739_c0	1	0.4007626130844766
rxn01739_c0	-1	0.863468431946039
rxn02400_c0	1	0.6990182757604997
rxn01268_c0	1	0.5623478030884997
rxn00641_c0	1	0.4462574400509913
rxn00641_c0	-1	0.8343867322474051
rxn00361_c0	1	0.36831470692871415
rxn00361_c0	-1	0.7832998731463701
rxn01974_c0	1	0.38718200082658105
rxn01974_c0	-1	0.7742164310582715
rxn01287_c0	1	0.7756667225057053
rxn01287_c0	-1	0.04129953653829077
rxn00242_c0	1	0.01562401423629145
rxn12641_c0	1	0.9137110489391165
rxn12641_c0	-1	0.8910512970502026
rxn00068_c0	1	0.043469442153642346
rxn00068_c0	-1	0.4689805057928004
rxn00568_c0	1	0.20768516924347302
rxn00762_c0	1	0.14124839990885218
rxn00762_c0	-1	0.4451937766017108
rxn08971_c0	1	0.6792217085597853
rxn05316_c0	1	0.3106504976110258
rxn05316_c0	-1	0.6673747605896861
rxn01635_c0	1	0.8652444253962758
rxn08471_c0	1	0.871869027635305
rxn03887_c0	1	0.04049762995834483
rxn08201_c0	1	0.2241881034127109
rxn00060_c0	1	0.2189242779732734
rxn00225_c0	1	0.580293693231061
rxn00225_c0	-1	0.1720508255232045
rxn05350_c0	1	0.19116281736080531
rxn09198_c0	1	0.9224806693424692
rxn09198_c0	-1	0.5950444909454181
rxn08838_c0	1	0.08298736295200104
rxn08838_c0	-1	0.13506523328719533
rxn00327_c0	1	0.8433312598488258
rxn00780_c0	1	0.5032643736011088
rxn00780_c0	-1	0.9865269351250081
rxn05064_c0	1	0.11473235437754581
rxn05064_c0	-1	0.22318353711392325
rxn00148_c0	1	0.9898572888785946
rxn00148_c0	-1	0.22846075744916594
rxn01102_c0	1	0.4509853201718167
rxn01102_c0	-1	0.18491859402134403
rxn05569_c0	1	0.8699180519115192
rxn05569_c0	-1	0.4005038051489058
rxn05358_c0	1	0.9980850545877425
rxn05358_c0	-1	0.8491481203641925
rxn00100_c0	1	0.9010400735621876
rxn03482_c0	1	0.8276182285590121
rxn02842_c0	1	0.0478638698644166
rxn02842_c0	-1	0.5326436833247591
rxn00789_c0	1	0.7844666437394726
rxn02374_c0	1	0.32386936090133456
rxn03436_c0	1	0.8736438523063002
rxn03436_c0	-1	0.9783753250910813
rxn08583_c0	1	0.4056536937482348
rxn08583_c0	-1	0.9795403041020513
rxn05560_c0	1	0.5782792265446992
rxn05560_c0	-1	0.07568638735328947
rxn05437_c0	1	0.28766297416971964
rxn05158_c0	1	0.14164526045389036
rxn00837_c0	1	0.34913613408832933
rxn08976_c0	1	0.06917016782145735
rxn00781_c0	1	0.4349066650440776
rxn00781_c0	-1	0.6806448262901966
rxn09264_c0	1	0.44255048679411857
rxn05319_c0	1	0.8261031325916224
rxn00881_c0	1	0.23011554170010684
rxn05298_c0	1	0.09808222281455647
rxn05298_c0	-1	0.22128039726923698
rxn10157_c0	1	0.3348283988147338
rxn10157_c0	-1	0.8140045170754313
rxn09265_c0	1	0.02302166523434024
rxn05408_c0	1	0.35069682832451143
rxn05408_c0	-1	0.24027258623516112
rxn10337_c0	1	0.42496135686823333
rxn10337_c0	-1	0.169585663616604
rxn00292_c0	1	0.8229322774613889
rxn08336_c0	1	0.8878176918658478
rxn05293_c0	1	0.5051850229351077
rxn05401_c0	1	0.8835510618570173
rxn05401_c0	-1	0.8229342485241308
rxn02264_c0	1	0.043039112792069734
rxn02264_c0	-1	0.9900527957598602
rxn00212_c0	1	0.9928783165589274
rxn10116_c0	1	0.5763462623536103
rxn10338_c0	1	0.18235983772894926
rxn10338_c0	-1	0.08909584153652161
rxn05198_c0	1	0.7952120791408871
rxn05198_c0	-1	0.22636639710843687
rxn03185_c0	1	0.008460057470202509
rxn03185_c0	-1	0.03981506793607403
rxn09202_c0	1	0.6648058818069372
rxn09202_c0	-1	0.4752094277862392
rxn01451_c0	1	0.6343199646757931
rxn01451_c0	-1	0.7696706750827333
rxn02687_c0	1	0.9419869589156376
rxn02687_c0	-1	0.19552531171978416
rxn03903_c0	1	0.7010635746295513
rxn03903_c0	-1	0.13693000797182997
rxn00097_c0	1	0.48019196980583345
rxn00097_c0	-1	0.4681034612939302
rxn05514_c0	1	0.5473092306606281
rxn05514_c0	-1	0.4376601667963531
rxn02212_c0	1	0.4687681834890073
rxn00695_c0	1	0.5344186290046531
rxn00695_c0	-1	0.43152271002717113
rxn07670_c0	1	0.16400322972713055
rxn07670_c0	-1	0.9241486424857069
rxn05116_c0	1	0.9660509887139613
rxn05324_c0	1	0.7239069882538333
rxn10481_c0	1	0.5779738571878951
rxn03535_c0	1	0.5476741212809204
rxn03535_c0	-1	0.9477392811782405
rxn00655_c0	1	0.9306523135741852
rxn00655_c0	-1	0.5253699576626929
rxn00692_c0	1	0.4852487085515833
rxn00692_c0	-1	0.9468027745260459
rxn01492_c0	1	0.3909090530806111
rxn01492_c0	-1	0.05598943145848989
rxn00802_c0	1	0.8921795863798502
rxn00802_c0	-1	0.19889413884634954
rxn02160_c0	1	0.4956350203230525
rxn08802_c0	1	0.8391967158823948
rxn08802_c0	-1	0.10596621639888515
rxn00926_c0	1	0.3785218487743015
rxn08205_c0	1	0.31750789066247276
rxn03509_c0	1	0.06798550925931723
rxn03509_c0	-1	0.6604676456658202
rxn10230_c0	1	0.5425077069519408
rxn08884_c0	1	0.6123824070181213
rxn08884_c0	-1	0.530034315874218
rxn05413_c0	1	0.33679107037943135
rxn02703_c0	1	0.9355208257635772
rxn02703_c0	-1	0.2553113002437608
rxn00913_c0	1	0.7908541870519249
rxn01997_c0	1	0.9394088022534882
rxn08521_c0	1	0.5290571334506071
rxn08521_c0	-1	0.30793765878519996
rxn08809_c0	1	0.9819789436523735
rxn08809_c0	-1	0.5104244300252857
rxn00171_c0	1	0.22870871324995035
rxn00171_c0	-1	0.07910573087591
rxn03958_c0	1	0.5162496513470219
rxn03958_c0	-1	0.25057397085610367
rxn00259_c0	1	0.5292949579573024
rxn00259_c0	-1	0.7368260693600055
rxn00131_c0	1	0.16259740567051317
rxn00131_c0	-1	0.5024606912957029
rxn00345_c0	1	0.02340348476817211
rxn00345_c0	-1	0.257270338955114
rxn05578_c0	1	0.30432903581300896
rxn05578_c0	-1	0.7696873216697213
rxn00178_c0	1	0.5761154650878142
rxn00178_c0	-1	0.7552594188585774
rxn01362_c0	1	0.8777727456128461
rxn05329_c0	1	0.894962791410871
rxn05329_c0	-1	0.167166572254845
rxn03174_c0	1	0.5307484216749992
rxn10125_c0	1	0.4422418628835756
rxn10125_c0	-1	0.20092528171859247
rxn05161_c0	1	0.3715213752111136
rxn00549_c0	1	0.4871006940505488
rxn10167_c0	1	0.0676264627964206
rxn10167_c0	-1	0.609336613985958
rxn03951_c0	1	0.2003155739618515
rxn03951_c0	-1	0.929481970511524
rxn07875_c0	1	0.24252426520736925
rxn07875_c0	-1	0.49746809063608044
rxn05418_c0	1	0.5563467596878163
rxn05418_c0	-1	0.13549533669939506
rxn05200_c0	1	0.8036737603582226
rxn05200_c0	-1	0.3249110348634824
rxn04713_c0	1	0.8717715210833318
rxn04713_c0	-1	0.5052160611580897
rxn00340_c0	1	0.9665541562057116
rxn11723_c0	1	0.8697099241505415
rxn11723_c0	-1	0.5903925482324368
rxn10060_c0	1	0.5440751496544234
rxn10060_c0	-1	0.8973678974981627
rxn02933_c0	1	0.2496298547440967
rxn02933_c0	-1	0.032896737320409764
rxn02416_c0	1	0.40957890598447055
rxn00727_c0	1	0.9082238654563333
rxn10307_c0	1	0.7725340791080636
rxn10307_c0	-1	0.8406309699600872
rxn05500_c0	1	0.2616412474242994
rxn05500_c0	-1	0.28018990258824805
rxn05617_c0	1	0.05926170452838475
rxn05617_c0	-1	0.6319798061703185
rxn12638_c0	1	0.1963443077892898
rxn05243_c0	1	0.9229860430906528
rxn05243_c0	-1	0.813059240752087
rxn02268_c0	1	0.7251349455780158
rxn02268_c0	-1	0.11423232247790804
rxn05127_c0	1	0.5654400268928145
rxn09105_c0	1	0.0715342961296318
rxn00305_c0	1	0.7820236131088997
rxn01445_c0	1	0.4767822440621009
rxn05248_c0	1	0.9374296692975371
rxn00612_c0	1	0.77026324413541
rxn00612_c0	-1	0.010389018151793383
rxn05539_c0	1	0.5384843085285377
rxn08841_c0	1	0.4518870690502459
rxn08841_c0	-1	0.9715992462312024
rxn05461_c0	1	0.1244930594095136
rxn05461_c0	-1	0.307004208766092
rxn07312_c0	1	0.22454180175771488
rxn07312_c0	-1	0.16789055155028232
rxn01701_c0	1	0.6096377132466747
rxn01701_c0	-1	0.18018791321286165
rxn02159_c0	1	0.8794318383023482
rxn02159_c0	-1	0.655233719088612
rxn01111_c0	1	0.9616782583051418
rxn01111_c0	-1	0.936209405935923
rxn05571_c0	1	0.4798118300465555
rxn05571_c0	-1	0.09204962688408969
rxn08083_c0	1	0.4799278488187184
rxn10222_c0	1	0.511950034365482
rxn10222_c0	-1	0.0969411175898015
rxn03038_c0	1	0.00618510839934705
rxn10263_c0	1	0.8803299070942682
rxn10263_c0	-1	0.7947380868255854
rxn02791_c0	1	0.9833341007973826
rxn02791_c0	-1	0.19490645113807392
rxn05466_c0	1	0.46550087192070466
rxn05466_c0	-1	0.4738655099487664
rxn08814_c0	1	0.0524081784330217
rxn08814_c0	-1	0.6740651160992303
rxn08845_c0	1	0.8392227725571897
rxn08845_c0	-1	0.8508382515606652
rxn05680_c0	1	0.383065466596199
rxn05680_c0	-1	0.07588069529271924
rxn01292_c0	1	0.18519158613524367
rxn01292_c0	-1	0.39110540210325784
rxn00300_c0	1	0.7655962608709194
rxn02380_c0	1	0.16919926184386924
rxn02380_c0	-1	0.9433036778095373
rxn02026_c0	1	0.7150519101723503
rxn02026_c0	-1	0.8843937788621827
rxn08792_c0	1	0.48175028066718806
rxn10131_c0	1	0.3114895181634685
rxn10131_c0	-1	0.6723278853987789
rxn05417_c0	1	0.5933211970367565
rxn01599_c0	1	0.8408383523973393
rxn01599_c0	-1	0.3770802185323029
rxn08799_c0	1	0.12112741454020681
rxn08799_c0	-1	0.881173661617995
rxn05234_c0	1	0.017071118627918103
rxn01804_c0	1	0.8389190267113817
rxn01804_c0	-1	0.042818334632280464
rxn01157_c0	1	0.5475294351813974
rxn01157_c0	-1	0.5551378776314136
rxn01844_c0	1	0.2199064700452823
rxn01844_c0	-1	0.6623636761414563
rxn05335_c0	1	0.31338589187806376
rxn05335_c0	-1	0.30631794605828044
rxn05938_c0	1	0.1893945734656063
rxn05938_c0	-1	0.3162644810868823
rxn03419_c0	1	0.07632781408650735
rxn03419_c0	-1	0.13931188470923295
rxn08551_c0	1	0.11582181630568211
rxn10256_c0	1	0.9122929375959669
rxn10256_c0	-1	0.28657655219553
rxn08708_c0	1	0.7991525790578324
rxn08708_c0	-1	0.2522073561581556
rxn00679_c0	1	0.9590732996533788
rxn01516_c0	1	0.9681210541053519
rxn01516_c0	-1	0.9083672748049866
rxn00758_c0	1	0.020599437970282408
rxn02975_c0	1	0.30860814387269353
rxn02975_c0	-1	0.738232094831506
rxn02103_c0	1	0.660225911064996
rxn02103_c0	-1	0.706299507445136
rxn00672_c0	1	0.9511353094641426
rxn05555_c0	1	0.2890137096545231
rxn10314_c0	1	0.8408249323724648
rxn10314_c0	-1	0.4986602851290993
rxn09111_c0	1	0.4292410819578787
rxn09111_c0	-1	0.18624689286926432
rxn05607_c0	1	0.43491985121182786
rxn05607_c0	-1	0.22248214155538604
rxn03848_c0	1	0.6969432857168285
rxn03848_c0	-1	0.5136321247111505
rxn05348_c0	1	0.21983410070063336
rxn10181_c0	1	0.2925092879157758
rxn10181_c0	-1	0.53949787874313
rxn05435_c0	1	0.8446391271643651
rxn00798_c0	1	0.43243544714832427
rxn00798_c0	-1	0.39325350458802577
rxn03245_c0	1	0.9909709088756151
rxn03245_c0	-1	0.25952347141504983
rxn11946_c0	1	0.8060857655685767
rxn11946_c0	-1	0.1373495486462587
rxn00907_c0	1	0.53915752674479
rxn00907_c0	-1	0.641671651508564
rxn05458_c0	1	0.017633365793185085
rxn05458_c0	-1	0.48787350296434195
rxn10213_c0	1	0.2912180136512613
rxn08300_c0	1	0.2852873760774659
rxn08300_c0	-1	0.8589318854210558
rxn02404_c0	1	0.043531156932282156
rxn08297_c0	1	0.688440466996967
rxn08297_c0	-1	0.925533692349091
rxn02911_c0	1	0.2530332072164776
rxn02911_c0	-1	0.3803507690554355
rxn00012_c0	1	0.8048287015551933
rxn00012_c0	-1	0.6625968923208951
rxn10067_c0	1	0.5721162969322521
rxn02444_c0	1	0.5194906470926958
rxn02444_c0	-1	0.7417526528604831
rxn01280_c0	1	0.8927399881882379
rxn01280_c0	-1	0.5823776835500954
rxn05581_c0	1	0.24799865024976486
rxn05581_c0	-1	0.1396882418214207
rxn07721_c0	1	0.2822647950382223
rxn07721_c0	-1	0.740523664992366
rxn05450_c0	1	0.4578375232423214
rxn03610_c0	1	0.3681120272325614
rxn03610_c0	-1	0.024403426170519937
rxn12847_c0	1	0.4971679220646139
rxn12847_c0	-1	0.888216183624463
rxn05410_c0	1	0.5259054938780757
rxn05410_c0	-1	0.10451160471836973
rxn05443_c0	1	0.7243528796793471
rxn09320_c0	1	0.6572438639307966
rxn09320_c0	-1	0.9871631721756349
rxn09114_c0	1	0.06553744570622622
rxn09114_c0	-1	0.37757645329966005
rxn05535_c0	1	0.7511505542432728
rxn09188_c0	1	0.8610865749966958
rxn09188_c0	-1	0.8135914275854016
rxn09180_c0	1	0.02712088927081424
rxn09180_c0	-1	0.20279357327211933
rxn08822_c0	1	0.3996868175809386
rxn08822_c0	-1	0.33254439329849106
rxn10208_c0	1	0.9491434802847263
rxn01620_c0	1	0.03589704709091335
rxn01620_c0	-1	0.08330637964117527
rxn05345_c0	1	0.7869320434500237
rxn04068_c0	1	0.05390345381482986
rxn04068_c0	-1	0.1774471637774826
rxn01522_c0	1	0.8415100051381713
rxn00336_c0	1	0.38404637409418274
rxn00336_c0	-1	0.04666357833341184
rxn05422_c0	1	0.44789292361149524
rxn05422_c0	-1	0.6256842478392121
rxn03891_c0	1	0.5389453341710018
rxn01465_c0	1	0.8662188008640048
rxn01465_c0	-1	0.42727870488733743
rxn03052_c0	1	0.339723467567019
rxn03052_c0	-1	0.34021441924729623
rxn10204_c0	1	0.6266681457765397
rxn09997_c0	1	0.4651612999160252
rxn09997_c0	-1	0.9564696514906955
rxn01833_c0	1	0.04966447717485856
rxn05145_c0	1	0.9999608243537917
rxn05145_c0	-1	0.35314082986585504
rxn03208_c0	1	0.5001124142625951
rxn03208_c0	-1	0.3857526114726907
rxn01872_c0	1	0.21991059865494067
rxn01872_c0	-1	0.21106143527487475
rxn01301_c0	1	0.45854447160734424
rxn01301_c0	-1	0.6383638553703405
rxn01643_c0	1	0.6627876666684112
rxn04457_c0	1	0.9514143083938563
rxn04598_c0	1	0.10470693313330559
rxn02449_c0	1	0.2416930847364066
rxn02170_c0	1	0.2652601140250902
rxn02170_c0	-1	0.281201724027091
rxn00248_c0	1	0.15224813027881
rxn00248_c0	-1	0.2923184133798191
rxn00295_c0	1	0.8773722429188826
rxn00295_c0	-1	0.5764983531948601
rxn00499_c0	1	0.14835828173957766
rxn00499_c0	-1	0.6411584883063409
rxn08844_c0	1	0.016410311401362843
rxn08844_c0	-1	0.12217124072887897
rxn05385_c0	1	0.015431666071819894
rxn05385_c0	-1	0.6108581059503149
rxn00707_c0	1	0.38692068903763566
rxn00707_c0	-1	0.1476978029518714
rxn00369_c0	1	0.1932472104567352
rxn00369_c0	-1	0.09424773425196509
rxn06937_c0	1	0.9628092357816332
rxn01637_c0	1	0.809746690466679
rxn01637_c0	-1	0.9046468601953788
rxn05564_c0	1	0.7748742653238542
rxn05564_c0	-1	0.38936527036243074
rxn03095_c0	1	0.7731636553233635
rxn03095_c0	-1	0.17023080683729874
rxn00566_c0	1	0.47720189428834825
rxn00708_c0	1	0.9562166667015393
rxn02639_c0	1	0.3242305769042665
rxn02639_c0	-1	0.3313772844495674
rxn00289_c0	1	0.20193371969436258
rxn00289_c0	-1	0.4166377993692917
rxn03762_c0	1	0.013542935853882887
rxn03762_c0	-1	0.005933921939603515
