Reaction	Direction	Expression
rxn01199_c0	-1	0.788139188166086
rxn00545_c0	1	0.04858611188163664
rxn00545_c0	-1	0.6298095684648175
rxn00771_c0	1	0.125532719361498
rxn00771_c0	-1	0.9263694359789
rxn02319_c0	1	0.6956383638934593
rxn02319_c0	-1	0.2187631591687692
rxn08807_c0	1	0.685943000237789
rxn08807_c0	-1	0.08629950392914776
rxn05614_c0	1	0.34897866468238603
rxn10344_c0	1	0.3389072740838398
rxn01547_c0	1	0.3799278213903451
rxn01547_c0	-1	0.6095625392961953
rxn10336_c0	1	0.0846679240754149
rxn10336_c0	-1	0.9017886295287697
rxn02320_c0	1	0.910830175444591
rxn02320_c0	-1	0.41416319747809716
rxn03384_c0	1	0.7959420732764637
rxn03384_c0	-1	0.23671894217466094
rxn05167_c0	1	0.20655728413142493
rxn01405_c0	1	0.37210050331836164
rxn01405_c0	-1	0.24566740639586282
rxn02504_c0	1	0.07206264993952227
rxn02504_c0	-1	0.23892806847220394
rxn04082_c0	1	0.0577192596043401
rxn04082_c0	-1	0.11022925036563058
rxn04996_c0	1	0.685852446624573
rxn00262_c0	1	0.10143671228035489
rxn05404_c0	1	0.1751699514025723
rxn02796_c0	1	0.847892041460017
rxn02796_c0	-1	0.27288208451623286
rxn10262_c0	1	0.9992715095124473
rxn10262_c0	-1	0.14620912441103706
rxn10126_c0	1	0.8740832216254177
rxn10209_c0	1	0.26390296152146175
rxn08084_c0	1	0.5954672427535553
rxn10225_c0	1	0.793673211720477
rxn10225_c0	-1	0.7067175374986153
rxn03463_c0	1	0.8022768968844209
rxn03463_c0	-1	0.9783581943110736
rxn01486_c0	1	0.7913106834377401
rxn00898_c0	1	0.45659212074114286
rxn05444_c0	1	0.8344149092594824
rxn05334_c0	1	0.36803821357007394
rxn05334_c0	-1	0.5672592140567841
rxn10205_c0	1	0.28104702930891123
rxn05040_c0	1	0.3025573454246683
rxn05400_c0	1	0.5633230113505315
rxn05235_c0	1	0.646305170779349
rxn02090_c0	1	0.1934997371322683
rxn02090_c0	-1	0.7419284054253329
rxn05582_c0	1	0.0457494098102863
rxn05582_c0	-1	0.9951655345532597
rxn08556_c0	1	0.9271266260999373
rxn00816_c0	1	0.17902364910356394
rxn00816_c0	-1	0.603434752509972
rxn02988_c0	1	0.795383142482067
rxn04792_c0	1	0.3878777730582206
rxn04792_c0	-1	0.6037663389974534
rxn01021_c0	1	0.31515917466107435
rxn01021_c0	-1	0.21002755277314944
rxn00165_c0	1	0.6001761861843837
rxn10228_c0	1	0.4454946740677552
rxn01117_c0	1	0.7438222346822245
rxn01117_c0	-1	0.1332461795556853
rxn05814_c0	1	0.9480663579542707
rxn05814_c0	-1	0.42121860264480193
rxn05542_c0	1	0.228464766689342
rxn00539_c0	1	0.6158112405292893
rxn11726_c0	1	0.9452409369057624
rxn11726_c0	-1	0.8443115988568537
rxn00678_c0	1	0.235335388337803
rxn00678_c0	-1	0.6451597704750766
rxn00001_c0	1	0.7292886861179539
rxn01322_c0	1	0.9827792763814074
rxn01322_c0	-1	0.8310209011761848
rxn09685_c0	1	0.22502576291774656
rxn09685_c0	-1	0.9686707689088766
rxn01331_c0	1	0.33847295194991034
rxn05545_c0	1	0.4744479456348957
rxn11268_c0	1	0.24761459110609163
rxn00710_c0	1	0.8953463479463691
rxn01114_c0	1	0.7820935997383175
rxn01114_c0	-1	0.48960316212737487
rxn02305_c0	1	0.4803720608229679
rxn02305_c0	-1	0.73163312861607
rxn00470_c0	1	0.32355728497501524
rxn05687_c0	1	0.7771079024635879
rxn08817_c0	1	0.09975148146654822
rxn08817_c0	-1	0.8668014518128346
rxn00910_c0	1	0.9232704537527544
rxn00910_c0	-1	0.5503220961326092
rxn11944_c0	1	0.5959837070949875
rxn01129_c0	1	0.7570659431365035
rxn01129_c0	-1	0.1570896443287375
rxn08296_c0	1	0.14044199214250108
rxn08296_c0	-1	0.5457072851034422
rxn05541_c0	1	0.6720517268036316
rxn00717_c0	1	0.7362168228576469
rxn08710_c0	1	0.20509444372118413
rxn08710_c0	-1	0.7034163919291848
rxn05647_c0	1	0.0914765983284832
rxn05647_c0	-1	0.8530081715901855
rxn01297_c0	1	0.9962202930020332
rxn01297_c0	-1	0.09803696225577885
rxn10254_c0	1	0.7677050684817587
rxn10254_c0	-1	0.07465060617186559
rxn05300_c0	1	0.6955779228835702
rxn05300_c0	-1	0.3375419943730198
rxn05459_c0	1	0.21299341169266528
rxn05459_c0	-1	0.03888704763046713
rxn05453_c0	1	0.20998752794734765
rxn05453_c0	-1	0.12236891161615404
rxn01682_c0	1	0.6446596210408846
rxn01682_c0	-1	0.5194477788877488
rxn08796_c0	1	0.2334754467118475
rxn08796_c0	-1	0.047503990371004834
rxn08941_c0	1	0.22707589648764714
rxn08941_c0	-1	0.5235720139447831
rxn14381_c0	1	0.8297669919707833
rxn14381_c0	-1	0.1334492024331302
rxn03181_c0	1	0.7862955376414535
rxn03181_c0	-1	0.9599802956079904
rxn02586_c0	1	0.26611539099415016
rxn02586_c0	-1	0.16788983389737755
rxn01604_c0	1	0.04128984896383481
rxn01604_c0	-1	0.0728847680643201
rxn05036_c0	1	0.3382434645411546
rxn05036_c0	-1	0.8627314207995351
rxn02331_c0	1	0.7951850859868373
rxn06493_c0	1	0.2761010716046033
rxn06493_c0	-1	0.9662137415620153
rxn10214_c0	1	0.035277128642957845
rxn12846_c0	1	0.4605535923599995
rxn12846_c0	-1	0.24105241442111014
rxn00337_c0	1	0.41233148242387097
rxn00337_c0	-1	0.5076680181332445
rxn05221_c0	1	0.7547266970391063
rxn05221_c0	-1	0.09343205387241904
rxn08308_c0	1	0.07472493839146244
rxn08308_c0	-1	0.1853093832678463
rxn00208_c0	1	0.3942618789449923
rxn08823_c0	1	0.3555183643805735
rxn08823_c0	-1	0.4440350392867013
rxn05434_c0	1	0.8228596943322222
rxn00140_c0	1	0.14211000391192208
rxn00140_c0	-1	0.8346117999062244
rxn05346_c0	1	0.47568713449798916
rxn07680_c0	1	0.31545792181728727
rxn07680_c0	-1	0.6166932100543224
rxn00452_c0	1	0.0027906805503952192
rxn00452_c0	-1	0.32650506529336865
rxn03248_c0	1	0.9632188898748951
rxn03248_c0	-1	0.8590172974767711
rxn08127_c0	1	0.539158807041992
rxn08127_c0	-1	0.13196835135018214
rxn05516_c0	1	0.048626047786158644
rxn05142_c0	1	0.7721072616685829
rxn05142_c0	-1	0.6129844304438069
rxn05733_c0	1	0.25920087969967454
rxn00416_c0	1	0.23930367347847614
rxn09206_c0	1	0.19646830415901106
rxn01134_c0	1	0.17460689853260047
rxn01134_c0	-1	0.26081985233915805
rxn02376_c0	1	0.78275175775793
rxn02376_c0	-1	0.565938525660719
rxn10147_c0	1	0.9907139626495362
rxn09209_c0	1	0.576061917500271
rxn10148_c0	1	0.1949782709496647
rxn10148_c0	-1	0.8002142712534928
rxn12512_c0	1	0.41156858882353253
rxn08669_c0	1	0.8781428062466001
rxn00902_c0	1	0.16156521486225894
rxn00015_c0	1	0.3334922358609316
rxn00015_c0	-1	0.8899917227405606
rxn00658_c0	1	0.850596019998329
rxn00658_c0	-1	0.6675565590932439
rxn06672_c0	1	0.9530874084194622
rxn06672_c0	-1	0.08538315888204073
rxn02961_c0	1	0.09037465910615294
rxn02961_c0	-1	0.9516572705264864
rxn03872_c0	1	0.4275491286504667
rxn03872_c0	-1	0.98078952952451
rxn00649_c0	1	0.7817903593782225
rxn01739_c0	1	0.7405847330600988
rxn01739_c0	-1	0.7407124231931452
rxn02400_c0	1	0.8170053416935295
rxn01268_c0	1	0.7629012789503602
rxn00641_c0	1	0.3610152373146226
rxn00641_c0	-1	0.11628514448598737
rxn00361_c0	1	0.8049187128010139
rxn00361_c0	-1	0.6147514436156687
rxn01974_c0	1	0.7494193145379832
rxn01974_c0	-1	0.9169859384073973
rxn01287_c0	1	0.5157910433048366
rxn01287_c0	-1	0.44390138869545703
rxn00242_c0	1	0.08418228328546962
rxn12641_c0	1	0.9329121357780388
rxn12641_c0	-1	0.5688854430107732
rxn00068_c0	1	0.09998044316879917
rxn00068_c0	-1	0.7497568060241059
rxn00568_c0	1	0.5357302387841804
rxn00762_c0	1	0.7368361708915179
rxn00762_c0	-1	0.6725291504905242
rxn08971_c0	1	0.6091965389047602
rxn05316_c0	1	0.6684463357258156
rxn05316_c0	-1	0.8713772441597194
rxn01635_c0	1	0.2451897567933774
rxn08471_c0	1	0.10927138955086502
rxn03887_c0	1	0.664927663580469
rxn08201_c0	1	0.11552511988868652
rxn00060_c0	1	0.05034166265247508
rxn00225_c0	1	0.5714662198877397
rxn00225_c0	-1	0.44901019904632533
rxn05350_c0	1	0.7130373109756838
rxn09198_c0	1	0.36356775082963555
rxn09198_c0	-1	0.13251665472883278
rxn08838_c0	1	0.7499418317830282
rxn08838_c0	-1	0.35194473089219247
rxn00327_c0	1	0.704877031347709
rxn00780_c0	1	0.18973713267854786
rxn00780_c0	-1	0.5890743766507396
rxn05064_c0	1	0.3861824950210686
rxn05064_c0	-1	0.1723970454115612
rxn00148_c0	1	0.8792477917312236
rxn00148_c0	-1	0.4421317559623441
rxn01102_c0	1	0.46782049933769065
rxn01102_c0	-1	0.024289860098285487
rxn05569_c0	1	0.06930860517250759
rxn05569_c0	-1	0.16204583008679474
rxn05358_c0	1	0.09212146896023576
rxn05358_c0	-1	0.9459334235071378
rxn00100_c0	1	0.586320390546141
rxn03482_c0	1	0.9592654559642436
rxn02842_c0	1	0.30863081141147897
rxn02842_c0	-1	0.7919498863286802
rxn00789_c0	1	0.9076542764429045
rxn02374_c0	1	0.47960834861113666
rxn03436_c0	1	0.3837292689812306
rxn03436_c0	-1	0.9764510417141751
rxn08583_c0	1	0.35332227467025457
rxn08583_c0	-1	0.2941391360000648
rxn05560_c0	1	0.5135557135291751
rxn05560_c0	-1	0.09991042176646237
rxn05437_c0	1	0.8876038849359098
rxn05158_c0	1	0.9212218397889207
rxn00837_c0	1	0.7809343147886227
rxn08976_c0	1	0.8473604748278486
rxn00781_c0	1	0.002094324305687678
rxn00781_c0	-1	0.8378080073226924
rxn09264_c0	1	0.425916383716884
rxn05319_c0	1	0.670152482375145
rxn00881_c0	1	0.7932423920376841
rxn05298_c0	1	0.805186529824689
rxn05298_c0	-1	0.1567744126408882
rxn10157_c0	1	0.27230565308419596
rxn10157_c0	-1	0.2702968736959609
rxn09265_c0	1	0.23383531923821987
rxn05408_c0	1	0.6667616259664092
rxn05408_c0	-1	0.46251125718196984
rxn10337_c0	1	0.13368252832325
rxn10337_c0	-1	0.24267824335616217
rxn00292_c0	1	0.7416778035962103
rxn08336_c0	1	0.5041463060520754
rxn05293_c0	1	0.7491776451133503
rxn05401_c0	1	0.5299657625969377
rxn05401_c0	-1	0.3442576080532248
rxn02264_c0	1	0.6981908389317788
rxn02264_c0	-1	0.8098672856556863
rxn00212_c0	1	0.1661613235980609
rxn10116_c0	1	0.8436255165709636
rxn10338_c0	1	0.5677315473947391
rxn10338_c0	-1	0.22569764767131495
rxn05198_c0	1	0.9436292646210281
rxn05198_c0	-1	0.12153684351379579
rxn03185_c0	1	0.6777735455547703
rxn03185_c0	-1	0.10955830088419938
rxn09202_c0	1	0.9735850719949513
rxn09202_c0	-1	0.6318514236508859
rxn01451_c0	1	0.8203715646508161
rxn01451_c0	-1	0.3391712642446737
rxn02687_c0	1	0.8076816744887912
rxn02687_c0	-1	0.6156633162737976
rxn03903_c0	1	0.022630239667029595
rxn03903_c0	-1	0.0656666021555612
rxn00097_c0	1	0.4797703055231316
rxn00097_c0	-1	0.5817359815877206
rxn05514_c0	1	0.5939130557064378
rxn05514_c0	-1	0.7125766789997008
rxn02212_c0	1	0.5127885895007811
rxn00695_c0	1	0.8503691451267942
rxn00695_c0	-1	0.21863766961782716
rxn07670_c0	1	0.4630818796543078
rxn07670_c0	-1	0.11639184374533029
rxn05116_c0	1	0.4285502580870105
rxn05324_c0	1	0.9223251153379799
rxn10481_c0	1	0.9686929954766944
rxn03535_c0	1	0.5128584412680675
rxn03535_c0	-1	0.7352197238078279
rxn00655_c0	1	0.591109231851995
rxn00655_c0	-1	0.029156476114703067
rxn00692_c0	1	0.5719637398250702
rxn00692_c0	-1	0.7277061150611157
rxn01492_c0	1	0.6087014444651512
rxn01492_c0	-1	0.29122030948589406
rxn00802_c0	1	0.7099310991985814
rxn00802_c0	-1	0.793863322457349
rxn02160_c0	1	0.08984545377285491
rxn08802_c0	1	0.5930005494925071
rxn08802_c0	-1	0.3132329558457577
rxn00926_c0	1	0.36916922940952357
rxn08205_c0	1	0.13558544393287308
rxn03509_c0	1	0.44103888559362536
rxn03509_c0	-1	0.7849283416897597
rxn10230_c0	1	0.6140212443043298
rxn08884_c0	1	0.5132101125862715
rxn08884_c0	-1	0.24874443177619976
rxn05413_c0	1	0.6793881103768394
rxn02703_c0	1	0.6436906968406543
rxn02703_c0	-1	0.17252426662735643
rxn00913_c0	1	0.38776369400896793
rxn01997_c0	1	0.2906724150505413
rxn08521_c0	1	0.7418752013668249
rxn08521_c0	-1	0.0501387139943974
rxn08809_c0	1	0.8079244500611827
rxn08809_c0	-1	0.49048945311750036
rxn00171_c0	1	0.7085138769454866
rxn00171_c0	-1	0.6847580991721748
rxn03958_c0	1	0.9667508366274347
rxn03958_c0	-1	0.5735788591975806
rxn00259_c0	1	0.9935076677226972
rxn00259_c0	-1	0.2689853579783922
rxn00131_c0	1	0.07614871815435087
rxn00131_c0	-1	0.3615261059643794
rxn00345_c0	1	0.5502126497203021
rxn00345_c0	-1	0.8969510226812243
rxn05578_c0	1	0.22171153044609215
rxn05578_c0	-1	0.8404299319074363
rxn00178_c0	1	0.40605191140167296
rxn00178_c0	-1	0.9321139481288812
rxn01362_c0	1	0.7391987550506234
rxn05329_c0	1	0.1635071649180304
rxn05329_c0	-1	0.7923170488448775
rxn03174_c0	1	0.6158695524510148
rxn10125_c0	1	0.3430905421850582
rxn10125_c0	-1	0.9366348777248281
rxn05161_c0	1	0.30120760501247756
rxn00549_c0	1	0.26514067328368773
rxn10167_c0	1	0.8937235801098551
rxn10167_c0	-1	0.3229926947240258
rxn03951_c0	1	0.9453830156081282
rxn03951_c0	-1	0.6659151688162801
rxn07875_c0	1	0.36236497329780615
rxn07875_c0	-1	0.6523831125383982
rxn05418_c0	1	0.18377845538589377
rxn05418_c0	-1	0.5597332932485122
rxn05200_c0	1	0.5076822530344292
rxn05200_c0	-1	0.9014708455849794
rxn04713_c0	1	0.9471620525230183
rxn04713_c0	-1	0.44141722962399366
rxn00340_c0	1	0.012419566498893309
rxn11723_c0	1	0.6230969797060018
rxn11723_c0	-1	0.4478881323271049
rxn10060_c0	1	0.2388740008978968
rxn10060_c0	-1	0.3456910986940184
rxn02933_c0	1	0.6459875336213202
rxn02933_c0	-1	0.09052722995009821
rxn02416_c0	1	0.8295921965701696
rxn00727_c0	1	0.4141550364885711
rxn10307_c0	1	0.1405898283660013
rxn10307_c0	-1	0.11353046737158734
rxn05500_c0	1	0.7634918171152445
rxn05500_c0	-1	0.14443218839484373
rxn05617_c0	1	0.45243469835025707
rxn05617_c0	-1	0.6868119878731549
rxn12638_c0	1	0.008075811723692539
rxn05243_c0	1	0.49948566305812137
rxn05243_c0	-1	0.44133603256368137
rxn02268_c0	1	0.06611064222216978
rxn02268_c0	-1	0.009370881087298777
rxn05127_c0	1	0.07327896746263085
rxn09105_c0	1	0.9329036161136652
rxn00305_c0	1	0.06221750814350491
rxn01445_c0	1	0.870934104327494
rxn05248_c0	1	0.330882001054862
rxn00612_c0	1	0.2882591116111939
rxn00612_c0	-1	0.5216331962004925
rxn05539_c0	1	0.9932409574903017
rxn08841_c0	1	0.7652953697685927
rxn08841_c0	-1	0.02850923057027477
rxn05461_c0	1	0.7349453899090579
rxn05461_c0	-1	0.08705978224493072
rxn07312_c0	1	0.7276155637888577
rxn07312_c0	-1	0.9124439966154454
rxn01701_c0	1	0.6901931477073893
rxn01701_c0	-1	0.076956128202464
rxn02159_c0	1	0.4537648529600249
rxn02159_c0	-1	0.859092165447405
rxn01111_c0	1	0.8707116047103545
rxn01111_c0	-1	0.04486005950503791
rxn05571_c0	1	0.8588611927992482
rxn05571_c0	-1	0.6311801325835568
rxn08083_c0	1	0.8604269009410329
rxn10222_c0	1	0.028668325356092983
rxn10222_c0	-1	0.9994053597487131
rxn03038_c0	1	0.25120420930427034
rxn10263_c0	1	0.3642980243754538
rxn10263_c0	-1	0.1871422433465132
rxn02791_c0	1	0.7138136948907449
rxn02791_c0	-1	0.708741051258375
rxn05466_c0	1	0.37757852506221223
rxn05466_c0	-1	0.569901591407625
rxn08814_c0	1	0.8434266613704814
rxn08814_c0	-1	0.6357838406445561
rxn08845_c0	1	0.14479780366967843
rxn08845_c0	-1	0.49010334828094027
rxn05680_c0	1	0.6089749436459494
rxn05680_c0	-1	0.27630736486398877
rxn01292_c0	1	0.23783827822125514
rxn01292_c0	-1	0.28743359637903787
rxn00300_c0	1	0.1715861705254682
rxn02380_c0	1	0.25692794820873666
rxn02380_c0	-1	0.5522109629861546
rxn02026_c0	1	0.09032991901408138
rxn02026_c0	-1	0.1427674079258563
rxn08792_c0	1	0.3774388531666295
rxn10131_c0	1	0.271609224406286
rxn10131_c0	-1	0.03889036500411602
rxn05417_c0	1	0.824399434043299
rxn01599_c0	1	0.8831659646065474
rxn01599_c0	-1	0.8830461326581912
rxn08799_c0	1	0.3137144862079344
rxn08799_c0	-1	0.25763092296237944
rxn05234_c0	1	0.4555020948420103
rxn01804_c0	1	0.13835831633843554
rxn01804_c0	-1	0.23096084079059043
rxn01157_c0	1	0.7386619811786079
rxn01157_c0	-1	0.46264276928576
rxn01844_c0	1	0.45258503514743464
rxn01844_c0	-1	0.6101945314485825
rxn05335_c0	1	0.31975828657565664
rxn05335_c0	-1	0.8494601723712528
rxn05938_c0	1	0.6057082468591046
rxn05938_c0	-1	0.5991371130717563
rxn03419_c0	1	0.9554380895805673
rxn03419_c0	-1	0.41361634802967173
rxn08551_c0	1	0.77146577844755
rxn10256_c0	1	0.1482207206786591
rxn10256_c0	-1	0.376626578076359
rxn08708_c0	1	0.11443007444200881
rxn08708_c0	-1	0.8354263004738696
rxn00679_c0	1	0.3678869564103341
rxn01516_c0	1	0.47967328640290874
rxn01516_c0	-1	0.4916768704532656
rxn00758_c0	1	0.6842412910882066
rxn02975_c0	1	0.07286024520655154
rxn02975_c0	-1	0.0024798345398210353
rxn02103_c0	1	0.23341474976001875
rxn02103_c0	-1	0.6489662467278103
rxn00672_c0	1	0.9201646350880442
rxn05555_c0	1	0.5265866904904759
rxn10314_c0	1	0.42509306093173993
rxn10314_c0	-1	0.5675689199250558
rxn09111_c0	1	0.6814416793738791
rxn09111_c0	-1	0.3919198851546729
rxn05607_c0	1	0.03661548840178075
rxn05607_c0	-1	0.9952200360680709
rxn03848_c0	1	0.35516639107566395
rxn03848_c0	-1	0.9399991413908659
rxn05348_c0	1	0.7596922934633683
rxn10181_c0	1	0.9356879159812486
rxn10181_c0	-1	0.020647559071818256
rxn05435_c0	1	0.611761268905433
rxn00798_c0	1	0.39473127913976624
rxn00798_c0	-1	0.093134915185339
rxn03245_c0	1	0.5632368140861969
rxn03245_c0	-1	0.8177539140311937
rxn11946_c0	1	0.6046806360776753
rxn11946_c0	-1	0.05084056875586118
rxn00907_c0	1	0.6589612019465187
rxn00907_c0	-1	0.17130640299239086
rxn05458_c0	1	0.002651139245821277
rxn05458_c0	-1	0.9718525660278625
rxn10213_c0	1	0.6968322215332795
rxn08300_c0	1	0.6293857487416974
rxn08300_c0	-1	0.22080911882869614
rxn02404_c0	1	0.3862933789886488
rxn08297_c0	1	0.6383733401848337
rxn08297_c0	-1	0.3211977542626867
rxn02911_c0	1	0.8199458193350309
rxn02911_c0	-1	0.3810266826918135
rxn00012_c0	1	0.16644762697706672
rxn00012_c0	-1	0.3611947346959009
rxn10067_c0	1	0.6422924286325657
rxn02444_c0	1	0.03961484240978075
rxn02444_c0	-1	0.8592556753164741
rxn01280_c0	1	0.7410025030530815
rxn01280_c0	-1	0.4845649766132325
rxn05581_c0	1	0.293974703762525
rxn05581_c0	-1	0.5404132237140418
rxn07721_c0	1	0.47388129053911143
rxn07721_c0	-1	0.7738861783293319
rxn05450_c0	1	0.443865616065789
rxn03610_c0	1	0.402307022781358
rxn03610_c0	-1	0.5256867124886452
rxn12847_c0	1	0.26614636065148833
rxn12847_c0	-1	0.4763205985981527
rxn05410_c0	1	0.9774666417180313
rxn05410_c0	-1	0.7078983108883906
rxn05443_c0	1	0.654529288504368
rxn09320_c0	1	0.9743575428928325
rxn09320_c0	-1	0.5414783733873035
rxn09114_c0	1	0.6311347832105012
rxn09114_c0	-1	0.37534275487341284
rxn05535_c0	1	0.8427842835692533
rxn09188_c0	1	0.07100752298705792
rxn09188_c0	-1	0.021676968344936487
rxn09180_c0	1	0.8289575623940533
rxn09180_c0	-1	0.2986378351197353
rxn08822_c0	1	0.4517833366189584
rxn08822_c0	-1	0.18887048387053595
rxn10208_c0	1	0.6955736127594377
rxn01620_c0	1	0.5747745443940899
rxn01620_c0	-1	0.23394044253531054
rxn05345_c0	1	0.1978822173502739
rxn04068_c0	1	0.018694448518712936
rxn04068_c0	-1	0.5673546612038999
rxn01522_c0	1	0.8659000619551179
rxn00336_c0	1	0.350135985566723
rxn00336_c0	-1	0.25360693078823604
rxn05422_c0	1	0.22144127155115623
rxn05422_c0	-1	0.003012295401775389
rxn03891_c0	1	0.9028543479661589
rxn01465_c0	1	0.5338258536784475
rxn01465_c0	-1	0.7936601761122337
rxn03052_c0	1	0.1834709317919685
rxn03052_c0	-1	0.5694851235017471
rxn10204_c0	1	0.9953781406571921
rxn09997_c0	1	0.25684354963260125
rxn09997_c0	-1	0.8915507059060278
rxn01833_c0	1	0.234392851976432
rxn05145_c0	1	0.11696462097523519
rxn05145_c0	-1	0.018807530222833768
rxn03208_c0	1	0.7870060699753468
rxn03208_c0	-1	0.4880468446519983
rxn01872_c0	1	0.6834519725840741
rxn01872_c0	-1	0.8158894746752737
rxn01301_c0	1	0.6695096316767908
rxn01301_c0	-1	0.043038867434339045
rxn01643_c0	1	0.1608113194300982
rxn04457_c0	1	0.11159790411014647
rxn04598_c0	1	0.5682975183330955
rxn02449_c0	1	0.8266156235231669
rxn02170_c0	1	0.9825336773510246
rxn02170_c0	-1	0.5817045160045481
rxn00248_c0	1	0.19972813008789525
rxn00248_c0	-1	0.5620122032832333
rxn00295_c0	1	0.49071742924529427
rxn00295_c0	-1	0.29933396292831926
rxn00499_c0	1	0.9192493578008023
rxn00499_c0	-1	0.9487244397010598
rxn08844_c0	1	0.04943577495985996
rxn08844_c0	-1	0.04708412526429795
rxn05385_c0	1	0.20930892901382514
rxn05385_c0	-1	0.1309597093630801
rxn00707_c0	1	0.15365733831232686
rxn00707_c0	-1	0.7779357851060386
rxn00369_c0	1	0.6910311555232289
rxn00369_c0	-1	0.003857270637223742
rxn06937_c0	1	0.1939066505045729
rxn01637_c0	1	0.6226871334966981
rxn01637_c0	-1	0.6250228663970299
rxn05564_c0	1	0.04867068795686891
rxn05564_c0	-1	0.905015077553541
rxn03095_c0	1	0.9988757559251197
rxn03095_c0	-1	0.8754599623706506
rxn00566_c0	1	0.8109566710262529
rxn00708_c0	1	0.4267273066910582
rxn02639_c0	1	0.314626123232958
rxn02639_c0	-1	0.3516453115479641
rxn00289_c0	1	0.8399158812213593
rxn00289_c0	-1	0.3345923820614545
rxn03762_c0	1	0.4805885626525307
rxn03762_c0	-1	0.01251781756931869
